Genes,Trait
4787,Host_Associated
5920,Host_Associated
5475,Host_Associated
6024,Host_Associated
5992,Host_Associated
5705,Host_Associated
5544,Host_Associated
5459,Host_Associated
5083,Host_Associated
5422,Host_Associated
5378,Host_Associated
5327,Host_Associated
5389,Host_Associated
5322,Host_Associated
5415,Host_Associated
5878,Host_Associated
4712,Host_Associated
6818,Host_Associated
4667,Host_Associated
4753,Host_Associated
4232,Host_Associated
6047,Host_Associated
4893,Host_Associated
5434,Host_Associated
5686,Host_Associated
5038,Host_Associated
6082,Host_Associated
5711,Host_Associated
6096,Host_Associated
6107,Host_Associated
5688,Host_Associated
5732,Host_Associated
6172,Host_Associated
5844,Host_Associated
5823,Host_Associated
5529,Host_Associated
5538,Host_Associated
5787,Host_Associated
6265,Host_Associated
6067,Host_Associated
5092,Host_Associated
5611,Host_Associated
5170,Host_Associated
5805,Host_Associated
5324,Host_Associated
4721,Host_Associated
6379,Host_Associated
4246,Host_Associated
4291,Host_Associated
4001,Host_Associated
4288,Host_Associated
3821,Host_Associated
5845,Host_Associated
5965,Host_Associated
5383,Host_Associated
5834,Host_Associated
5845,Host_Associated
5388,Host_Associated
5539,Host_Associated
5567,Host_Associated
6555,Host_Associated
5600,Host_Associated
5884,Host_Associated
4355,Host_Associated
4933,Host_Associated
5255,Host_Associated
5237,Host_Associated
5047,Host_Associated
4923,Host_Associated
4932,Host_Associated
6560,Host_Associated
6018,Host_Associated
4225,Host_Associated
6270,Host_Associated
5521,Host_Associated
6555,Host_Associated
5746,Host_Associated
5919,Host_Associated
5841,Host_Associated
5880,Host_Associated
5975,Host_Associated
5675,Host_Associated
5721,Host_Associated
5768,Host_Associated
5839,Host_Associated
5774,Host_Associated
5789,Host_Associated
5736,Host_Associated
5755,Host_Associated
5732,Host_Associated
5852,Host_Associated
5739,Host_Associated
5986,Host_Associated
6171,Host_Associated
5722,Host_Associated
5932,Host_Associated
5888,Host_Associated
5932,Host_Associated
5955,Host_Associated
5763,Host_Associated
6296,Host_Associated
6281,Host_Associated
6409,Host_Associated
6487,Host_Associated
6919,Host_Associated
5945,Host_Associated
6058,Host_Associated
5980,Host_Associated
6014,Host_Associated
6155,Host_Associated
5949,Host_Associated
6438,Host_Associated
5941,Host_Associated
5921,Host_Associated
6004,Host_Associated
6205,Host_Associated
5780,Host_Associated
5922,Host_Associated
5775,Host_Associated
6231,Host_Associated
6324,Host_Associated
5825,Host_Associated
6020,Host_Associated
6285,Host_Associated
5626,Host_Associated
5626,Host_Associated
5759,Host_Associated
6034,Host_Associated
5694,Host_Associated
5878,Host_Associated
5796,Host_Associated
5954,Host_Associated
6028,Host_Associated
6372,Host_Associated
6019,Host_Associated
5839,Host_Associated
6017,Host_Associated
6121,Host_Associated
6052,Host_Associated
6200,Host_Associated
6076,Host_Associated
5955,Host_Associated
6314,Host_Associated
5852,Host_Associated
6314,Host_Associated
6281,Host_Associated
6649,Host_Associated
6272,Host_Associated
5879,Host_Associated
5905,Host_Associated
5679,Host_Associated
5974,Host_Associated
5993,Host_Associated
5886,Host_Associated
5948,Host_Associated
5868,Host_Associated
5860,Host_Associated
5877,Host_Associated
5899,Host_Associated
6041,Host_Associated
6039,Host_Associated
6007,Host_Associated
5982,Host_Associated
6441,Host_Associated
5953,Host_Associated
6095,Host_Associated
6032,Host_Associated
6098,Host_Associated
5976,Host_Associated
5902,Host_Associated
5784,Host_Associated
5491,Host_Associated
5828,Host_Associated
5493,Host_Associated
4453,Host_Associated
5302,Host_Associated
6058,Host_Associated
4529,Host_Associated
5333,Host_Associated
4496,Host_Associated
5402,Host_Associated
5426,Host_Associated
5697,Host_Associated
4645,Host_Associated
4612,Host_Associated
6114,Host_Associated
5333,Host_Associated
6058,Host_Associated
3921,Host_Associated
4141,Host_Associated
3844,Host_Associated
4171,Host_Associated
5483,Host_Associated
6335,Host_Associated
4524,Host_Associated
5805,Host_Associated
5221,Host_Associated
5402,Host_Associated
5464,Host_Associated
5465,Host_Associated
5464,Host_Associated
5853,Host_Associated
5463,Host_Associated
5455,Host_Associated
5465,Host_Associated
5127,Host_Associated
5685,Host_Associated
5684,Host_Associated
6208,Host_Associated
6201,Host_Associated
5077,Host_Associated
5766,Host_Associated
5034,Host_Associated
5474,Host_Associated
4737,Host_Associated
5695,Host_Associated
5624,Host_Associated
5467,Host_Associated
5222,Host_Associated
5487,Host_Associated
5685,Host_Associated
5687,Host_Associated
5058,Host_Associated
5050,Host_Associated
5765,Host_Associated
5810,Host_Associated
5722,Host_Associated
5643,Host_Associated
6067,Host_Associated
5904,Host_Associated
5600,Host_Associated
4977,Host_Associated
5373,Host_Associated
4735,Host_Associated
4350,Host_Associated
5652,Host_Associated
4872,Host_Associated
6307,Host_Associated
5800,Host_Associated
6120,Host_Associated
6112,Host_Associated
4919,Host_Associated
6811,Host_Associated
5593,Host_Associated
6097,Host_Associated
6097,Host_Associated
6169,Host_Associated
6338,Host_Associated
5471,Host_Associated
4982,Host_Associated
5632,Host_Associated
5757,Host_Associated
6091,Host_Associated
5758,Host_Associated
5757,Host_Associated
5890,Host_Associated
6049,Host_Associated
5768,Host_Associated
5771,Host_Associated
5684,Host_Associated
5822,Host_Associated
5766,Host_Associated
5876,Host_Associated
6018,Host_Associated
5926,Host_Associated
5759,Host_Associated
5500,Host_Associated
5788,Host_Associated
5925,Host_Associated
6502,Host_Associated
5905,Host_Associated
5750,Host_Associated
5873,Host_Associated
6108,Host_Associated
5277,Host_Associated
5441,Host_Associated
5435,Host_Associated
5453,Host_Associated
5298,Host_Associated
5257,Host_Associated
5243,Host_Associated
5460,Host_Associated
5363,Host_Associated
5427,Host_Associated
5599,Host_Associated
5454,Host_Associated
5549,Host_Associated
5771,Host_Associated
5674,Host_Associated
5560,Host_Associated
5694,Host_Associated
5621,Host_Associated
5832,Host_Associated
5778,Host_Associated
5794,Host_Associated
5638,Host_Associated
5451,Host_Associated
5863,Host_Associated
5982,Host_Associated
5866,Host_Associated
5843,Host_Associated
5801,Host_Associated
5842,Host_Associated
4504,Host_Associated
5841,Host_Associated
5953,Host_Associated
5197,Host_Associated
5818,Host_Associated
5840,Host_Associated
5730,Host_Associated
5929,Host_Associated
5610,Host_Associated
6371,Host_Associated
5943,Host_Associated
5792,Host_Associated
6123,Host_Associated
3988,Host_Associated
5873,Host_Associated
6049,Host_Associated
5848,Host_Associated
5542,Host_Associated
6471,Host_Associated
5750,Host_Associated
5534,Host_Associated
5756,Host_Associated
5758,Host_Associated
6049,Host_Associated
5829,Host_Associated
5857,Host_Associated
6291,Host_Associated
5939,Host_Associated
6453,Host_Associated
5815,Host_Associated
6241,Host_Associated
6151,Host_Associated
6151,Host_Associated
6122,Host_Associated
5955,Host_Associated
6017,Host_Associated
6050,Host_Associated
6070,Host_Associated
5857,Host_Associated
6008,Host_Associated
5938,Host_Associated
6128,Host_Associated
6083,Host_Associated
6148,Host_Associated
6349,Host_Associated
6451,Host_Associated
5924,Host_Associated
6037,Host_Associated
6163,Host_Associated
6013,Host_Associated
6074,Host_Associated
6165,Host_Associated
5951,Host_Associated
6082,Host_Associated
6023,Host_Associated
6074,Host_Associated
5345,Host_Associated
4997,Host_Associated
5070,Host_Associated
4912,Host_Associated
5157,Host_Associated
5062,Host_Associated
5369,Host_Associated
5018,Host_Associated
4996,Host_Associated
5364,Host_Associated
5209,Host_Associated
5476,Host_Associated
5636,Host_Associated
5479,Host_Associated
5305,Host_Associated
5311,Host_Associated
5330,Host_Associated
5620,Host_Associated
5402,Host_Associated
5541,Host_Associated
5758,Host_Associated
5572,Host_Associated
5421,Host_Associated
5755,Host_Associated
5750,Host_Associated
6327,Host_Associated
4836,Host_Associated
5708,Host_Associated
5403,Host_Associated
5571,Host_Associated
5629,Host_Associated
5617,Host_Associated
5365,Host_Associated
5354,Host_Associated
5833,Host_Associated
5809,Host_Associated
5283,Host_Associated
6034,Host_Associated
6068,Host_Associated
5558,Host_Associated
5896,Host_Associated
5665,Host_Associated
5937,Host_Associated
5393,Host_Associated
6271,Host_Associated
6031,Host_Associated
5493,Host_Associated
5191,Host_Associated
5648,Host_Associated
6790,Host_Associated
5243,Host_Associated
5559,Host_Associated
5505,Host_Associated
5212,Host_Associated
5642,Host_Associated
5777,Host_Associated
5406,Host_Associated
5574,Host_Associated
5195,Host_Associated
5472,Host_Associated
6136,Host_Associated
4293,Host_Associated
6295,Host_Associated
5717,Host_Associated
5581,Host_Associated
5219,Host_Associated
5327,Host_Associated
5133,Host_Associated
5552,Host_Associated
6064,Host_Associated
5599,Host_Associated
5405,Host_Associated
5842,Host_Associated
5840,Host_Associated
5309,Host_Associated
5432,Host_Associated
6950,Host_Associated
5414,Host_Associated
4974,Host_Associated
5542,Host_Associated
5496,Host_Associated
5494,Host_Associated
5507,Host_Associated
5449,Host_Associated
5490,Host_Associated
4830,Host_Associated
5004,Host_Associated
5494,Host_Associated
5477,Host_Associated
5424,Host_Associated
5078,Host_Associated
4892,Host_Associated
5057,Host_Associated
6079,Host_Associated
4816,Host_Associated
5095,Host_Associated
4578,Host_Associated
5390,Host_Associated
5197,Host_Associated
5198,Host_Associated
5223,Host_Associated
5247,Host_Associated
5231,Host_Associated
5223,Host_Associated
5423,Host_Associated
4445,Host_Associated
5177,Host_Associated
6305,Host_Associated
6133,Host_Associated
6017,Host_Associated
6035,Host_Associated
6401,Host_Associated
6132,Host_Associated
5885,Host_Associated
6347,Host_Associated
6051,Host_Associated
6291,Host_Associated
6262,Host_Associated
6265,Host_Associated
6270,Host_Associated
6257,Host_Associated
6256,Host_Associated
6262,Host_Associated
6009,Host_Associated
4833,Host_Associated
4129,Host_Associated
5999,Host_Associated
6559,Host_Associated
5425,Host_Associated
5340,Host_Associated
5304,Host_Associated
6275,Host_Associated
5199,Host_Associated
6010,Host_Associated
6188,Host_Associated
5112,Host_Associated
5100,Host_Associated
4794,Host_Associated
5655,Host_Associated
5317,Host_Associated
5348,Host_Associated
4078,Host_Associated
5938,Host_Associated
4127,Host_Associated
5817,Host_Associated
5304,Host_Associated
5389,Host_Associated
5361,Host_Associated
5370,Host_Associated
5392,Host_Associated
5578,Host_Associated
5768,Host_Associated
5533,Host_Associated
5221,Host_Associated
5574,Host_Associated
5509,Host_Associated
5425,Host_Associated
5574,Host_Associated
5737,Host_Associated
5231,Host_Associated
5586,Host_Associated
5784,Host_Associated
6029,Host_Associated
5897,Host_Associated
5625,Host_Associated
5549,Host_Associated
5761,Host_Associated
5844,Host_Associated
5454,Host_Associated
5297,Host_Associated
5767,Host_Associated
5632,Host_Associated
5162,Host_Associated
4150,Host_Associated
5783,Host_Associated
5356,Host_Associated
5258,Host_Associated
6081,Host_Associated
5298,Host_Associated
5733,Host_Associated
5982,Host_Associated
4874,Host_Associated
5744,Host_Associated
5218,Host_Associated
5743,Host_Associated
5819,Host_Associated
5869,Host_Associated
5001,Host_Associated
4862,Host_Associated
4869,Host_Associated
5144,Host_Associated
5112,Host_Associated
4869,Host_Associated
4710,Host_Associated
5030,Host_Associated
4840,Host_Associated
6356,Host_Associated
4450,Host_Associated
5423,Host_Associated
5354,Host_Associated
6470,Host_Associated
5057,Host_Associated
5033,Host_Associated
5270,Host_Associated
5198,Host_Associated
5155,Host_Associated
5240,Host_Associated
5320,Host_Associated
5288,Host_Associated
5192,Host_Associated
5308,Host_Associated
5353,Host_Associated
5307,Host_Associated
4872,Host_Associated
5303,Host_Associated
5386,Host_Associated
5799,Host_Associated
5299,Host_Associated
6273,Host_Associated
3684,Host_Associated
5275,Host_Associated
5781,Host_Associated
5608,Host_Associated
5895,Host_Associated
4578,Host_Associated
6159,Host_Associated
6159,Host_Associated
5550,Host_Associated
5721,Host_Associated
5744,Host_Associated
6260,Host_Associated
4531,Host_Associated
5589,Host_Associated
4405,Host_Associated
5956,Host_Associated
5854,Host_Associated
6002,Host_Associated
5657,Host_Associated
5958,Host_Associated
5783,Host_Associated
5654,Host_Associated
5551,Host_Associated
6000,Host_Associated
5770,Host_Associated
6077,Host_Associated
5994,Host_Associated
5916,Host_Associated
5825,Host_Associated
5908,Host_Associated
5486,Host_Associated
6582,Host_Associated
5998,Host_Associated
6136,Host_Associated
5187,Host_Associated
4959,Host_Associated
4960,Host_Associated
5199,Host_Associated
6170,Host_Associated
6266,Host_Associated
5195,Host_Associated
5907,Host_Associated
5904,Host_Associated
5194,Host_Associated
5904,Host_Associated
5906,Host_Associated
5744,Host_Associated
5905,Host_Associated
6268,Host_Associated
6167,Host_Associated
5817,Host_Associated
5903,Host_Associated
5913,Host_Associated
5726,Host_Associated
6272,Host_Associated
5614,Host_Associated
4351,Host_Associated
5906,Host_Associated
5196,Host_Associated
5152,Host_Associated
5796,Host_Associated
5029,Host_Associated
4876,Host_Associated
4876,Host_Associated
4900,Host_Associated
4861,Host_Associated
6055,Host_Associated
4574,Host_Associated
4585,Host_Associated
5481,Host_Associated
5535,Host_Associated
5930,Host_Associated
5700,Host_Associated
5973,Host_Associated
5898,Host_Associated
5228,Host_Associated
4987,Host_Associated
5848,Host_Associated
6082,Host_Associated
5884,Host_Associated
5896,Host_Associated
5857,Host_Associated
5849,Host_Associated
4650,Host_Associated
5850,Host_Associated
5781,Host_Associated
5980,Host_Associated
5134,Host_Associated
5185,Host_Associated
5875,Host_Associated
5306,Host_Associated
5759,Host_Associated
5913,Host_Associated
5173,Host_Associated
5966,Host_Associated
5400,Host_Associated
5800,Host_Associated
5167,Host_Associated
5974,Host_Associated
5217,Host_Associated
5969,Host_Associated
5974,Host_Associated
5581,Host_Associated
5967,Host_Associated
5590,Host_Associated
5692,Host_Associated
5970,Host_Associated
5663,Host_Associated
5655,Host_Associated
5760,Host_Associated
5222,Host_Associated
5592,Host_Associated
6256,Host_Associated
5929,Host_Associated
6202,Host_Associated
6207,Host_Associated
6208,Host_Associated
5588,Host_Associated
6261,Host_Associated
6157,Host_Associated
6157,Host_Associated
6145,Host_Associated
6156,Host_Associated
6158,Host_Associated
6154,Host_Associated
6149,Host_Associated
6158,Host_Associated
5620,Host_Associated
6156,Host_Associated
5693,Host_Associated
4838,Host_Associated
5164,Host_Associated
5865,Host_Associated
5388,Host_Associated
5213,Host_Associated
4998,Host_Associated
7308,Host_Associated
4487,Host_Associated
5309,Host_Associated
5825,Host_Associated
6237,Host_Associated
6074,Host_Associated
6273,Host_Associated
5764,Host_Associated
5121,Host_Associated
5597,Host_Associated
6226,Host_Associated
5265,Host_Associated
5814,Host_Associated
5299,Host_Associated
5443,Host_Associated
5574,Host_Associated
5602,Host_Associated
5548,Host_Associated
5553,Host_Associated
6115,Host_Associated
6175,Host_Associated
5564,Host_Associated
5610,Host_Associated
5632,Host_Associated
5629,Host_Associated
5858,Host_Associated
6271,Host_Associated
5582,Host_Associated
5362,Host_Associated
6019,Host_Associated
5421,Host_Associated
4520,Host_Associated
6195,Host_Associated
6015,Host_Associated
5584,Host_Associated
6102,Host_Associated
5367,Host_Associated
6104,Host_Associated
5364,Host_Associated
5362,Host_Associated
4043,Host_Associated
5698,Host_Associated
5121,Host_Associated
5432,Host_Associated
5816,Host_Associated
4300,Host_Associated
4249,Host_Associated
5701,Host_Associated
6121,Host_Associated
5396,Host_Associated
5558,Host_Associated
5962,Host_Associated
5498,Host_Associated
5551,Host_Associated
5927,Host_Associated
5356,Host_Associated
5339,Host_Associated
5144,Host_Associated
5623,Host_Associated
5085,Host_Associated
5490,Host_Associated
5092,Host_Associated
5223,Host_Associated
5086,Host_Associated
5078,Host_Associated
5151,Host_Associated
5164,Host_Associated
5629,Host_Associated
4956,Host_Associated
5400,Host_Associated
5745,Host_Associated
5720,Host_Associated
5139,Host_Associated
5266,Host_Associated
5080,Host_Associated
5293,Host_Associated
5349,Host_Associated
5291,Host_Associated
5225,Host_Associated
5757,Host_Associated
5154,Host_Associated
5131,Host_Associated
5269,Host_Associated
5243,Host_Associated
5391,Host_Associated
5084,Host_Associated
5258,Host_Associated
5941,Host_Associated
5596,Host_Associated
5173,Host_Associated
5213,Host_Associated
5126,Host_Associated
5458,Host_Associated
5596,Host_Associated
5646,Host_Associated
5665,Host_Associated
5585,Host_Associated
5595,Host_Associated
5747,Host_Associated
5846,Host_Associated
5744,Host_Associated
5731,Host_Associated
5625,Host_Associated
5586,Host_Associated
5610,Host_Associated
5539,Host_Associated
5568,Host_Associated
5629,Host_Associated
5588,Host_Associated
5567,Host_Associated
5485,Host_Associated
5686,Host_Associated
5666,Host_Associated
5576,Host_Associated
5570,Host_Associated
5706,Host_Associated
5708,Host_Associated
5521,Host_Associated
5540,Host_Associated
5465,Host_Associated
5482,Host_Associated
5121,Host_Associated
5412,Host_Associated
5528,Host_Associated
5140,Host_Associated
5258,Host_Associated
5322,Host_Associated
5516,Host_Associated
5499,Host_Associated
5994,Host_Associated
6001,Host_Associated
5246,Host_Associated
5894,Host_Associated
5443,Host_Associated
5465,Host_Associated
5606,Host_Associated
5165,Host_Associated
5574,Host_Associated
5568,Host_Associated
5515,Host_Associated
5650,Host_Associated
5511,Host_Associated
5684,Host_Associated
5555,Host_Associated
5662,Host_Associated
5267,Host_Associated
5191,Host_Associated
5536,Host_Associated
5216,Host_Associated
5432,Host_Associated
5322,Host_Associated
5568,Host_Associated
5135,Host_Associated
5517,Host_Associated
5214,Host_Associated
5214,Host_Associated
5716,Host_Associated
5679,Host_Associated
5658,Host_Associated
5437,Host_Associated
5446,Host_Associated
5912,Host_Associated
6026,Host_Associated
5063,Host_Associated
5143,Host_Associated
5303,Host_Associated
6128,Host_Associated
5696,Host_Associated
5710,Host_Associated
5718,Host_Associated
5709,Host_Associated
5699,Host_Associated
5726,Host_Associated
5697,Host_Associated
5696,Host_Associated
6177,Host_Associated
5726,Host_Associated
5897,Host_Associated
5747,Host_Associated
5730,Host_Associated
5716,Host_Associated
5830,Host_Associated
5254,Host_Associated
5609,Host_Associated
5451,Host_Associated
5323,Host_Associated
5331,Host_Associated
5654,Host_Associated
5532,Host_Associated
5659,Host_Associated
5536,Host_Associated
6969,Host_Associated
5377,Host_Associated
6098,Host_Associated
5809,Host_Associated
5921,Host_Associated
5350,Host_Associated
5378,Host_Associated
5622,Host_Associated
5543,Host_Associated
5624,Host_Associated
5574,Host_Associated
5409,Host_Associated
5427,Host_Associated
5505,Host_Associated
5176,Host_Associated
5362,Host_Associated
5867,Host_Associated
5849,Host_Associated
5744,Host_Associated
5867,Host_Associated
5835,Host_Associated
6328,Host_Associated
5963,Host_Associated
5851,Host_Associated
5883,Host_Associated
5646,Host_Associated
5037,Host_Associated
5272,Host_Associated
5070,Host_Associated
5234,Host_Associated
5091,Host_Associated
5097,Host_Associated
5090,Host_Associated
5511,Host_Associated
5047,Host_Associated
5271,Host_Associated
5086,Host_Associated
5697,Host_Associated
5270,Host_Associated
5751,Host_Associated
5570,Host_Associated
5444,Host_Associated
5629,Host_Associated
5875,Host_Associated
5609,Host_Associated
5592,Host_Associated
5594,Host_Associated
5594,Host_Associated
5487,Host_Associated
5488,Host_Associated
5520,Host_Associated
5347,Host_Associated
6017,Host_Associated
5517,Host_Associated
5519,Host_Associated
5505,Host_Associated
5610,Host_Associated
5718,Host_Associated
6143,Host_Associated
5281,Host_Associated
5272,Host_Associated
5286,Host_Associated
5414,Host_Associated
5420,Host_Associated
5496,Host_Associated
5446,Host_Associated
5234,Host_Associated
5300,Host_Associated
5619,Host_Associated
5264,Host_Associated
5333,Host_Associated
5360,Host_Associated
5443,Host_Associated
5745,Host_Associated
5094,Host_Associated
5350,Host_Associated
5531,Host_Associated
5520,Host_Associated
5302,Host_Associated
5273,Host_Associated
5381,Host_Associated
5371,Host_Associated
5200,Host_Associated
5305,Host_Associated
5545,Host_Associated
5596,Host_Associated
5564,Host_Associated
6543,Host_Associated
5581,Host_Associated
5849,Host_Associated
5572,Host_Associated
5625,Host_Associated
5611,Host_Associated
5596,Host_Associated
5594,Host_Associated
5595,Host_Associated
5487,Host_Associated
5487,Host_Associated
5514,Host_Associated
5345,Host_Associated
5522,Host_Associated
5563,Host_Associated
5547,Host_Associated
5599,Host_Associated
5595,Host_Associated
5588,Host_Associated
5327,Host_Associated
5878,Host_Associated
5891,Host_Associated
5517,Host_Associated
5549,Host_Associated
5516,Host_Associated
5447,Host_Associated
5422,Host_Associated
5440,Host_Associated
5407,Host_Associated
5565,Host_Associated
5589,Host_Associated
5386,Host_Associated
5329,Host_Associated
5630,Host_Associated
5404,Host_Associated
6081,Host_Associated
5942,Host_Associated
5717,Host_Associated
5824,Host_Associated
5579,Host_Associated
5589,Host_Associated
5129,Host_Associated
5360,Host_Associated
5152,Host_Associated
5671,Host_Associated
5594,Host_Associated
5741,Host_Associated
5680,Host_Associated
5768,Host_Associated
5322,Host_Associated
5553,Host_Associated
5253,Host_Associated
5198,Host_Associated
5389,Host_Associated
5235,Host_Associated
5240,Host_Associated
5185,Host_Associated
5079,Host_Associated
5433,Host_Associated
5095,Host_Associated
5355,Host_Associated
5578,Host_Associated
5615,Host_Associated
5723,Host_Associated
5854,Host_Associated
5532,Host_Associated
5459,Host_Associated
6328,Host_Associated
5613,Host_Associated
5079,Host_Associated
5201,Host_Associated
5445,Host_Associated
5742,Host_Associated
5706,Host_Associated
5892,Host_Associated
5535,Host_Associated
4929,Host_Associated
5870,Host_Associated
6130,Host_Associated
5328,Host_Associated
5379,Host_Associated
5206,Host_Associated
5212,Host_Associated
5218,Host_Associated
5290,Host_Associated
5291,Host_Associated
5256,Host_Associated
5958,Host_Associated
5300,Host_Associated
6558,Human
5715,Human
5722,Human
5702,Human
6548,Human
6021,Human
6320,Human
6487,Human
5904,Human
6947,Human
6635,Human
6496,Human
5928,Human
5922,Human
5934,Human
6550,Human
6210,Human
6021,Human
6392,Human
6335,Human
5779,Human
6955,Human
5741,Human
6072,Human
6313,Human
5914,Human
5911,Human
6258,Human
5827,Human
5821,Human
5764,Human
6020,Human
5794,Human
6523,Human
5562,Human
6048,Human
6053,Human
6282,Human
6251,Human
5759,Human
5938,Human
5634,Human
5707,Human
5799,Human
5645,Human
5311,Human
6218,Human
5729,Human
5962,Human
5774,Human
5555,Human
5737,Human
5730,Human
5748,Human
5752,Human
5999,Human
5690,Human
6200,Human
6163,Human
6336,Human
5882,Human
6033,Human
5804,Human
6171,Human
5887,Human
6328,Human
6337,Human
5704,Human
6194,Human
6136,Human
6534,Human
6598,Human
6281,Human
6106,Human
6131,Human
6072,Human
5911,Human
6377,Human
6382,Human
6157,Human
6318,Human
5781,Human
5830,Human
6379,Human
5878,Human
6316,Human
6092,Human
6337,Human
5774,Human
5790,Human
5721,Human
6099,Human
6308,Human
6272,Human
5800,Human
6303,Human
6014,Human
5706,Human
5705,Human
5732,Human
5729,Human
5837,Human
5677,Human
5891,Human
6256,Human
6242,Human
6436,Human
6430,Human
6687,Human
5651,Human
6212,Human
6391,Human
5975,Human
5668,Human
5759,Human
6439,Human
6341,Human
6300,Human
6516,Human
6471,Human
6320,Human
6597,Human
6493,Human
5957,Human
6171,Human
5827,Human
6232,Human
6127,Human
6311,Human
6252,Human
6247,Human
6538,Human
6018,Human
5848,Human
5882,Human
5972,Human
5801,Human
6025,Human
6250,Human
6283,Human
6285,Human
5310,Human
6078,Human
6122,Human
6565,Human
6118,Human
6134,Human
6025,Human
6342,Human
6384,Human
6458,Human
6502,Human
6378,Human
6243,Human
6474,Human
5833,Human
6444,Human
5490,Human
6050,Human
5881,Human
6257,Human
5750,Human
5762,Human
6256,Human
5670,Human
6169,Human
6382,Human
6283,Human
5660,Human
6402,Human
6357,Human
6443,Human
5899,Human
6193,Human
6202,Human
6297,Human
5714,Human
6394,Human
5798,Human
6517,Human
6394,Human
5934,Human
5921,Human
5827,Human
5962,Human
6341,Human
6113,Human
5845,Human
6008,Human
5798,Human
6405,Human
6240,Human
5762,Human
5770,Human
5798,Human
5788,Human
6492,Human
6498,Human
6495,Human
5966,Human
5971,Human
6179,Human
6123,Human
5965,Human
5807,Human
6338,Human
5765,Human
6155,Human
6259,Human
6284,Human
6352,Human
5918,Human
6112,Human
6294,Human
6144,Human
6155,Human
6590,Human
5703,Human
5738,Human
5832,Human
6570,Human
6655,Human
6672,Human
5677,Human
5675,Human
5839,Human
5873,Human
5908,Human
5678,Human
6265,Human
5993,Human
5764,Human
6031,Human
6067,Human
5591,Human
5853,Human
5978,Human
5776,Human
5844,Human
5849,Human
5726,Human
6224,Human
6228,Human
5806,Human
5938,Human
5810,Human
6458,Human
6108,Human
6104,Human
6826,Human
6085,Human
6086,Human
5692,Human
6287,Human
5824,Human
5773,Human
5763,Human
5745,Human
5706,Human
5999,Human
6199,Human
6014,Human
6129,Human
6013,Human
6135,Human
6284,Human
6080,Human
5919,Human
5772,Human
5792,Human
6091,Human
5939,Human
6128,Human
6131,Human
5675,Human
5672,Human
6352,Human
6160,Human
6153,Human
5811,Human
5732,Human
6076,Human
5940,Human
5776,Human
6343,Human
5748,Human
5772,Human
5659,Human
5626,Human
5692,Human
5756,Human
6442,Human
5855,Human
5689,Human
5653,Human
5827,Human
6034,Human
5789,Human
5889,Human
5791,Human
5982,Human
6185,Human
5959,Human
5721,Human
5743,Human
6211,Human
6236,Human
6465,Human
6467,Human
6308,Human
5737,Human
5713,Human
6101,Human
5678,Human
5696,Human
5702,Human
5737,Human
6101,Human
5669,Human
5809,Human
5937,Human
5930,Human
5902,Human
5746,Human
5993,Human
6463,Human
6532,Human
6983,Human
6509,Human
6402,Human
6457,Human
6763,Human
6430,Human
6324,Human
6190,Human
6326,Human
6121,Human
6269,Human
5741,Human
5724,Human
6209,Human
6355,Human
6234,Human
6479,Human
5778,Human
6176,Human
5889,Human
6400,Human
6109,Human
5760,Human
6536,Human
6769,Human
6125,Human
5707,Human
6421,Human
6489,Human
5997,Human
6078,Human
6143,Human
6549,Human
6653,Human
6356,Human
5755,Human
6382,Human
6403,Human
6555,Human
6486,Human
6512,Human
6570,Human
6478,Human
6365,Human
6301,Human
6298,Human
6305,Human
6075,Human
6545,Human
6292,Human
6392,Human
6797,Human
6377,Human
6462,Human
6269,Human
6719,Human
5992,Human
6425,Human
5877,Human
5882,Human
6710,Human
6049,Human
6563,Human
6270,Human
6338,Human
6182,Human
6162,Human
6105,Human
5735,Human
6296,Human
6485,Human
5800,Human
5659,Human
6343,Human
6228,Human
5900,Human
5739,Human
5882,Human
6550,Human
5894,Human
6058,Human
6261,Human
5786,Human
5920,Human
5984,Human
5913,Human
6231,Human
6359,Human
6350,Human
5725,Human
6132,Human
5752,Human
5809,Human
6116,Human
6543,Human
5713,Human
6364,Human
6405,Human
5749,Human
6434,Human
6349,Human
6213,Human
5676,Human
6298,Human
6253,Human
6063,Human
6623,Human
6164,Human
5752,Human
5900,Human
6444,Human
6313,Human
6339,Human
6435,Human
5661,Human
5833,Human
6692,Human
6524,Human
5817,Human
6062,Human
5761,Human
6311,Human
5736,Human
6389,Human
6245,Human
6295,Human
5837,Human
6219,Human
6228,Human
6018,Human
6400,Human
5842,Human
6190,Human
6134,Human
5800,Human
5915,Human
6212,Human
6072,Human
5844,Human
6704,Human
5712,Human
6086,Human
6072,Human
6193,Human
6102,Human
6433,Human
6006,Human
6077,Human
5610,Human
6372,Human
6130,Human
6293,Human
6427,Human
6671,Human
6927,Human
5886,Human
6583,Human
5811,Human
6241,Human
6198,Human
6333,Human
6474,Human
6325,Human
5886,Human
6602,Human
5823,Human
6745,Human
5902,Human
5796,Human
6471,Human
5814,Human
6910,Human
6609,Human
5700,Human
6218,Human
6285,Human
5920,Human
5770,Human
6046,Human
6222,Human
5956,Human
6083,Human
6512,Human
6292,Human
6373,Human
6265,Human
6241,Human
6608,Human
5635,Human
6173,Human
6016,Human
5994,Human
6301,Human
6568,Human
5822,Human
6330,Human
6318,Human
6036,Human
6133,Human
6174,Human
5850,Human
5892,Human
6362,Human
