,Mammalia
Pseudomonas_aeruginosa_CL232_5100,0
Pseudomonas_aeruginosa_CL297_7041,0
Pseudomonas_aeruginosa_CLB24226_5265,0
Pseudomonas_aeruginosa_CLJ3_5974,0
Pseudomonas_aeruginosa_CN573_PSE143_10133,0
Pseudomonas_aeruginosa_CND03_10172,0
Pseudomonas_aeruginosa_Co380791_10127,0
Pseudomonas_aeruginosa_Co399645_10138,0
Pseudomonas_aeruginosa_COPD2a_5214,0
Pseudomonas_aeruginosa_COPD2d_5043,0
Pseudomonas_aeruginosa_COPD6a_5006,0
Pseudomonas_aeruginosa_COPD6d_6641,0
Pseudomonas_aeruginosa_CPHL10299_10119,0
Pseudomonas_aeruginosa_CPHL10701_10161,0
Pseudomonas_aeruginosa_CPHL6749_10121,0
Pseudomonas_aeruginosa_CPHL8203_10164,0
Pseudomonas_aeruginosa_D1_10037,0
Pseudomonas_aeruginosa_D2-463_6445,0
Pseudomonas_aeruginosa_D429_Q_isolate_Mi162_2_9940,0
Pseudomonas_aeruginosa_D9_3362_10012,0
Pseudomonas_aeruginosa_DHS01,0
Pseudomonas_aeruginosa_DHS29,0
Pseudomonas_aeruginosa_DK1_substr_NH57388A_6643,0
Pseudomonas_aeruginosa_DK2,0
Pseudomonas_aeruginosa_DLL7525_6931,0
Pseudomonas_aeruginosa_DMC-27b_10828,0
Pseudomonas_aeruginosa_DUN-001-3B_10085,0
Pseudomonas_aeruginosa_DUN-001-4_10083,0
Pseudomonas_aeruginosa_DUN-001A_10044,0
Pseudomonas_aeruginosa_DUN-001B_10088,0
Pseudomonas_aeruginosa_DUN-001C_10141,0
Pseudomonas_aeruginosa_DUN-002C_10052,0
Pseudomonas_aeruginosa_DUN-003B_10050,0
Pseudomonas_aeruginosa_DUN-013_10045,0
Pseudomonas_aeruginosa_DUN-015A_10075,0
Pseudomonas_aeruginosa_DUN-018_10046,0
Pseudomonas_aeruginosa_DUN-024-1_10074,0
Pseudomonas_aeruginosa_E-500_6222,0
Pseudomonas_aeruginosa_E1_T4189_10000,0
Pseudomonas_aeruginosa_E2758_10592,0
Pseudomonas_aeruginosa_E429_isolate_15108-1_9923,0
Pseudomonas_aeruginosa_E6130952_7221,0
Pseudomonas_aeruginosa_E82A_isolate_AES-1R_9920,0
Pseudomonas_aeruginosa_E9_4068_10029,0
Pseudomonas_aeruginosa_EC22_isolate_AUS52_9941,0
Pseudomonas_aeruginosa_EC2A_isolate_CHA_9924,0
Pseudomonas_aeruginosa_ER06896_9942,0
Pseudomonas_aeruginosa_ESP06B_10167,0
Pseudomonas_aeruginosa_ET02_3996,0
Pseudomonas_aeruginosa_F2_10040,0
Pseudomonas_aeruginosa_F2-1206_6825,0
Pseudomonas_aeruginosa_F5677,0
Pseudomonas_aeruginosa_F69A_isolate_IST27_9931,0
Pseudomonas_aeruginosa_F69A_isolate_IST27N_9932,0
Pseudomonas_aeruginosa_FDAARGOS_121_6903,0
Pseudomonas_aeruginosa_FDAARGOS_154,0
Pseudomonas_aeruginosa_FDAARGOS_340_7649,0
Pseudomonas_aeruginosa_FDAARGOS_532_9952,0
Pseudomonas_aeruginosa_FFUP_PS_144_6558,0
Pseudomonas_aeruginosa_FFUP_PS_35_7170,0
Pseudomonas_aeruginosa_FFUP_PS_37_7081,0
Pseudomonas_aeruginosa_FFUP_PS_65_7206,0
Pseudomonas_aeruginosa_FFUP_PS_690_6970,0
Pseudomonas_aeruginosa_GIMC5015:PAKB6_10430,0
Pseudomonas_aeruginosa_GIMC5016:PA1840_10695,0
Pseudomonas_aeruginosa_H2-9me_6698,0
Pseudomonas_aeruginosa_H25883_9950,0
Pseudomonas_aeruginosa_H26023_9951,0
Pseudomonas_aeruginosa_H26027_9949,0
Pseudomonas_aeruginosa_H3_10035,0
Pseudomonas_aeruginosa_HB15_7582,0
Pseudomonas_aeruginosa_HB159_10062,0
Pseudomonas_aeruginosa_HB392_9983,0
Pseudomonas_aeruginosa_HCF100_10566,0
Pseudomonas_aeruginosa_HCF55_10542,0
Pseudomonas_aeruginosa_HCF591_10563,0
Pseudomonas_aeruginosa_HCF73_10536,0
Pseudomonas_aeruginosa_HCF86_10541,0
Pseudomonas_aeruginosa_HIAE_PA01_7214,0
Pseudomonas_aeruginosa_HIAE_PA02_6980,0
Pseudomonas_aeruginosa_HIAE_PA05_6966,0
Pseudomonas_aeruginosa_HIAE_PA13_6929,0
Pseudomonas_aeruginosa_HIAE_PA14_6071,0
Pseudomonas_aeruginosa_HIAE_PA15_7025,0
Pseudomonas_aeruginosa_HIAE_PA16_6967,0
Pseudomonas_aeruginosa_HIAE_PA17_6826,0
Pseudomonas_aeruginosa_HM294_10021,0
Pseudomonas_aeruginosa_HM299_10020,0
Pseudomonas_aeruginosa_HM300_10017,0
Pseudomonas_aeruginosa_HM301_10016,0
Pseudomonas_aeruginosa_HPA12_10144,0
Pseudomonas_aeruginosa_HPA16_10176,0
Pseudomonas_aeruginosa_HPA6_10178,0
Pseudomonas_aeruginosa_HPA8_10181,0
Pseudomonas_aeruginosa_HUN_PA531,0
Pseudomonas_aeruginosa_I1-408_6930,0
Pseudomonas_aeruginosa_IMP-13_10390,0
Pseudomonas_aeruginosa_isolate_blood_11325,0
Pseudomonas_aeruginosa_isolate_early_isolate_NN2_clone_C_6774,0
Pseudomonas_aeruginosa_isolate_F30658_3634,0
Pseudomonas_aeruginosa_isolate_F9670_3848,0
Pseudomonas_aeruginosa_J80UH1OS1_10113,0
Pseudomonas_aeruginosa_J9UH1F_10117,0
Pseudomonas_aeruginosa_K34-7_7082,0
Pseudomonas_aeruginosa_Kasamber_5192,0
Pseudomonas_aeruginosa_KCRI-164A_isolate_RDK04_164A_5790,0
Pseudomonas_aeruginosa_KCRI-214_isolate_R0003_214_6411,0
Pseudomonas_aeruginosa_KCRI-242_isolate_R0008_242_6868,0
Pseudomonas_aeruginosa_KCRI-260_isolate_R0004_260_6277,0
Pseudomonas_aeruginosa_KCRI-309A_isolate_RDK02_309A_7039,0
Pseudomonas_aeruginosa_KCRI-310A_isolate_R0008_310A_6804,0
Pseudomonas_aeruginosa_KCRI-379A_isolate_RDK06_379A_5812,0
Pseudomonas_aeruginosa_KCRI-462_isolate_RDK06_462_6637,0
Pseudomonas_aeruginosa_KCRI-549_isolate_R0006_549_6506,0
Pseudomonas_aeruginosa_KCRI-610_isolate_RDK01_610_7336,0
Pseudomonas_aeruginosa_LCT-PA102,0
Pseudomonas_aeruginosa_LCT-PA220,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_1_a1_2603,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_10_a1_2580,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_11_a1_2581,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_14_a1_2583,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_15_a1_2608,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_18_a1_2586,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_19_a1_2609,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_2_a1_2604,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_3_a1_2605,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_30_a1_2612,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_31_a1_2595,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_32_a1_2596,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_36_a1_2599,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_37_a1_2618,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_38_a1_2600,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_39_a1_2601,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_7_a1_2614,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_8_a1_2578,0
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_9_a1_2579,0
Pseudomonas_aeruginosa_LES431,0
Pseudomonas_aeruginosa_LESB58_125,0
Pseudomonas_aeruginosa_LiA96_2004_10152,0
Pseudomonas_aeruginosa_LIM1030_5783,0
Pseudomonas_aeruginosa_LIM4308_6999,0
Pseudomonas_aeruginosa_LIM4447_6937,0
Pseudomonas_aeruginosa_LIM4519_6761,0
Pseudomonas_aeruginosa_LiP10a_10025,0
Pseudomonas_aeruginosa_LiP10b_10024,0
Pseudomonas_aeruginosa_LiP11_10067,0
Pseudomonas_aeruginosa_LiP12_10064,0
Pseudomonas_aeruginosa_LiP2b_10030,0
Pseudomonas_aeruginosa_LiP2c_10028,0
Pseudomonas_aeruginosa_LiP3_10034,0
Pseudomonas_aeruginosa_LiP4_10070,0
Pseudomonas_aeruginosa_LiP6_10069,0
Pseudomonas_aeruginosa_LiP7_10026,0
Pseudomonas_aeruginosa_LiP8_10068,0
Pseudomonas_aeruginosa_LiP9_10031,0
Pseudomonas_aeruginosa_LW_10696,0
Pseudomonas_aeruginosa_Lw1047_10153,0
Pseudomonas_aeruginosa_M26_7294,0
Pseudomonas_aeruginosa_M55212_6119,0
Pseudomonas_aeruginosa_M74707_6548,0
Pseudomonas_aeruginosa_MCF104_10571,0
Pseudomonas_aeruginosa_MCF134_10572,0
Pseudomonas_aeruginosa_MCF149_10578,0
Pseudomonas_aeruginosa_MCF178_10579,0
Pseudomonas_aeruginosa_MED11_11136,0
Pseudomonas_aeruginosa_MED13_11133,0
Pseudomonas_aeruginosa_MED14_11134,0
Pseudomonas_aeruginosa_MED15_11137,0
Pseudomonas_aeruginosa_MED16_11138,0
Pseudomonas_aeruginosa_MED17_11140,0
Pseudomonas_aeruginosa_MED18_11139,0
Pseudomonas_aeruginosa_MED19_11141,0
Pseudomonas_aeruginosa_MED20_11143,0
Pseudomonas_aeruginosa_MED21_11142,0
Pseudomonas_aeruginosa_MH19_2858,0
Pseudomonas_aeruginosa_MH27,0
Pseudomonas_aeruginosa_Mi162_10303,0
Pseudomonas_aeruginosa_MMK2018_11103,0
Pseudomonas_aeruginosa_MRSN11278_10515,0
Pseudomonas_aeruginosa_MRSN11281_10516,0
Pseudomonas_aeruginosa_MRSN11285_10520,0
Pseudomonas_aeruginosa_MRSN11286_10523,0
Pseudomonas_aeruginosa_MRSN11536_10522,0
Pseudomonas_aeruginosa_MRSN1344_10518,0
Pseudomonas_aeruginosa_MRSN13488_10517,0
Pseudomonas_aeruginosa_MRSN1356_10509,0
Pseudomonas_aeruginosa_MRSN1380_10507,0
Pseudomonas_aeruginosa_MRSN1601_10489,0
Pseudomonas_aeruginosa_MRSN1612_10504,0
Pseudomonas_aeruginosa_MRSN1613_10487,0
Pseudomonas_aeruginosa_MRSN1617_10488,0
Pseudomonas_aeruginosa_MRSN16344_10503,0
Pseudomonas_aeruginosa_MRSN17849_10480,0
Pseudomonas_aeruginosa_MRSN18560_10693,0
Pseudomonas_aeruginosa_MRSN18562_10501,0
Pseudomonas_aeruginosa_MRSN18754_10463,0
Pseudomonas_aeruginosa_MRSN18803_10691,0
Pseudomonas_aeruginosa_MRSN18855_10689,0
Pseudomonas_aeruginosa_MRSN18970_10481,0
Pseudomonas_aeruginosa_MRSN18971_2086,0
Pseudomonas_aeruginosa_MRSN1899_10478,0
Pseudomonas_aeruginosa_MRSN1902_10479,0
Pseudomonas_aeruginosa_MRSN1906_10476,0
Pseudomonas_aeruginosa_MRSN1925_10499,0
Pseudomonas_aeruginosa_MRSN1938_10477,0
Pseudomonas_aeruginosa_MRSN1948_10475,0
Pseudomonas_aeruginosa_MRSN25762_10469,0
Pseudomonas_aeruginosa_MRSN26263_10498,0
Pseudomonas_aeruginosa_MRSN29192_10468,0
Pseudomonas_aeruginosa_MRSN30858_10497,0
Pseudomonas_aeruginosa_MRSN436311_10464,0
Pseudomonas_aeruginosa_MRSN443463_10450,0
Pseudomonas_aeruginosa_MRSN4841_10448,0
Pseudomonas_aeruginosa_MRSN5498_10449,0
Pseudomonas_aeruginosa_MRSN5508_10459,0
Pseudomonas_aeruginosa_MRSN6241_10441,0
Pseudomonas_aeruginosa_MRSN6678_10442,0
Pseudomonas_aeruginosa_MRSN6695_10440,0
Pseudomonas_aeruginosa_MRSN6739_10458,0
Pseudomonas_aeruginosa_MRSN9873_10454,0
Pseudomonas_aeruginosa_MRSN994_10435,0
Pseudomonas_aeruginosa_MSB2949_10093,0
Pseudomonas_aeruginosa_MSB3405_10091,0
Pseudomonas_aeruginosa_NCGM1984_2619,0
Pseudomonas_aeruginosa_NCMG1179,0
Pseudomonas_aeruginosa_NCTC10782_5991,0
Pseudomonas_aeruginosa_NCTC12903_11167,0
Pseudomonas_aeruginosa_NCTC13715_11168,0
Pseudomonas_aeruginosa_NCTC6750_6271,0
Pseudomonas_aeruginosa_nmrcch-6-2018_5871,0
Pseudomonas_aeruginosa_NN5_10560,0
Pseudomonas_aeruginosa_NUBRI-P_11108,0
Pseudomonas_aeruginosa_OY15_10534,0
Pseudomonas_aeruginosa_OY3_10562,0
Pseudomonas_aeruginosa_P1885_10590,0
Pseudomonas_aeruginosa_P2404_10597,0
Pseudomonas_aeruginosa_P2733_10638,0
Pseudomonas_aeruginosa_PA_D1,0
Pseudomonas_aeruginosa_PA_D16,0
Pseudomonas_aeruginosa_PA_D2,0
Pseudomonas_aeruginosa_PA_D21,0
Pseudomonas_aeruginosa_PA_D22,0
Pseudomonas_aeruginosa_PA_D25,0
Pseudomonas_aeruginosa_PA_D5,0
Pseudomonas_aeruginosa_PA_ST235_2505,0
Pseudomonas_aeruginosa_PA-81_10357,0
Pseudomonas_aeruginosa_PA-W10_9971,0
Pseudomonas_aeruginosa_PA-W3_9997,0
Pseudomonas_aeruginosa_PA-W31_9989,0
Pseudomonas_aeruginosa_PA-W32_9966,0
Pseudomonas_aeruginosa_PA-W33_9970,0
Pseudomonas_aeruginosa_PA-W34_10315,0
Pseudomonas_aeruginosa_PA-W35_10317,0
Pseudomonas_aeruginosa_PA-W36_9965,0
Pseudomonas_aeruginosa_PA-W37_9969,0
Pseudomonas_aeruginosa_PA-W38_9968,0
Pseudomonas_aeruginosa_PA-W4_9977,0
Pseudomonas_aeruginosa_PA-W46_9964,0
Pseudomonas_aeruginosa_PA-W48_10314,0
Pseudomonas_aeruginosa_PA-W5_9976,0
Pseudomonas_aeruginosa_PA100_7068,0
Pseudomonas_aeruginosa_Pa1014_9910,0
Pseudomonas_aeruginosa_PA102_7194,0
Pseudomonas_aeruginosa_Pa1076_9658,0
Pseudomonas_aeruginosa_Pa1078_9899,0
Pseudomonas_aeruginosa_PA1088,0
Pseudomonas_aeruginosa_Pa1123_9902,0
Pseudomonas_aeruginosa_PA11803,0
Pseudomonas_aeruginosa_PA130788_6224,0
Pseudomonas_aeruginosa_Pa1354_9905,0
Pseudomonas_aeruginosa_PA13SY16_4009,0
Pseudomonas_aeruginosa_PA149_6789,0
Pseudomonas_aeruginosa_PA2_6803,0
Pseudomonas_aeruginosa_Pa2562_9906,0
Pseudomonas_aeruginosa_Pa2568_9908,0
Pseudomonas_aeruginosa_PA3_7102,0
Pseudomonas_aeruginosa_PA31_6374,0
Pseudomonas_aeruginosa_PA32_6820,0
Pseudomonas_aeruginosa_PA33_7092,0
Pseudomonas_aeruginosa_PA34_6359,0
Pseudomonas_aeruginosa_PA3448_5236,0
Pseudomonas_aeruginosa_Pa347_9901,0
Pseudomonas_aeruginosa_PA35_5777,0
Pseudomonas_aeruginosa_PA37_6567,0
Pseudomonas_aeruginosa_PA4_7118,0
Pseudomonas_aeruginosa_PA40_7076,0
Pseudomonas_aeruginosa_Pa423_9655,0
Pseudomonas_aeruginosa_PA45,0
Pseudomonas_aeruginosa_PA5_7006,0
Pseudomonas_aeruginosa_Pa538_3997,0
Pseudomonas_aeruginosa_PA55_7265,0
Pseudomonas_aeruginosa_PA57_6991,0
Pseudomonas_aeruginosa_Pa58_6334,0
Pseudomonas_aeruginosa_Pa792_9654,0
Pseudomonas_aeruginosa_Pa795_9656,0
Pseudomonas_aeruginosa_PA82_5867,0
Pseudomonas_aeruginosa_PA8281,0
Pseudomonas_aeruginosa_PA83,0
Pseudomonas_aeruginosa_Pa84_6035,0
Pseudomonas_aeruginosa_PA86_6112,0
Pseudomonas_aeruginosa_Pa885_9900,0
Pseudomonas_aeruginosa_PA92_6202,0
Pseudomonas_aeruginosa_PABL001_9628,0
Pseudomonas_aeruginosa_PABL002_9626,0
Pseudomonas_aeruginosa_PABL003_9627,0
Pseudomonas_aeruginosa_PABL004_9612,0
Pseudomonas_aeruginosa_PABL006_9613,0
Pseudomonas_aeruginosa_PABL007_9600,0
Pseudomonas_aeruginosa_PABL013_9624,0
Pseudomonas_aeruginosa_PABL014_9623,0
Pseudomonas_aeruginosa_PABL015_9622,0
Pseudomonas_aeruginosa_PABL016_9621,0
Pseudomonas_aeruginosa_PABL017_9633,0
Pseudomonas_aeruginosa_PABL018_9614,0
Pseudomonas_aeruginosa_PABL019_9620,0
Pseudomonas_aeruginosa_PABL020_9619,0
Pseudomonas_aeruginosa_PABL021_9615,0
Pseudomonas_aeruginosa_PABL022_9618,0
Pseudomonas_aeruginosa_PABL027_9581,0
Pseudomonas_aeruginosa_PABL028_9604,0
Pseudomonas_aeruginosa_PABL029_9616,0
Pseudomonas_aeruginosa_PABL030_9617,0
Pseudomonas_aeruginosa_PABL031_9611,0
Pseudomonas_aeruginosa_PABL032_9610,0
Pseudomonas_aeruginosa_PABL037_9605,0
Pseudomonas_aeruginosa_PABL038_9568,0
Pseudomonas_aeruginosa_PABL052_9597,0
Pseudomonas_aeruginosa_PABL053_9593,0
Pseudomonas_aeruginosa_PABL054_9592,0
Pseudomonas_aeruginosa_PABL055_9589,0
Pseudomonas_aeruginosa_PABL056,0
Pseudomonas_aeruginosa_PABL057_9572,0
Pseudomonas_aeruginosa_PABL058_9551,0
Pseudomonas_aeruginosa_PABL059_9566,0
Pseudomonas_aeruginosa_PABL060_9549,0
Pseudomonas_aeruginosa_PABL061_9579,0
Pseudomonas_aeruginosa_PABL066_9582,0
Pseudomonas_aeruginosa_PABL067_9578,0
Pseudomonas_aeruginosa_PABL068_9576,0
Pseudomonas_aeruginosa_PABL069_9577,0
Pseudomonas_aeruginosa_PABL070_9575,0
Pseudomonas_aeruginosa_PABL071_9543,0
Pseudomonas_aeruginosa_PABL072_9556,0
Pseudomonas_aeruginosa_PABL073_9548,0
Pseudomonas_aeruginosa_PABL084_9561,0
Pseudomonas_aeruginosa_PABL085_9559,0
Pseudomonas_aeruginosa_PABL086_9558,0
Pseudomonas_aeruginosa_PABL088_9557,0
Pseudomonas_aeruginosa_PABL089_9545,0
Pseudomonas_aeruginosa_PABL090_9537,0
Pseudomonas_aeruginosa_PABL091_9630,0
Pseudomonas_aeruginosa_PABL092_9533,0
Pseudomonas_aeruginosa_PABL096_9629,0
Pseudomonas_aeruginosa_PABL097_9547,0
Pseudomonas_aeruginosa_PABL098_9546,0
Pseudomonas_aeruginosa_PABL100_9544,0
Pseudomonas_aeruginosa_PAC108A_11021,0
Pseudomonas_aeruginosa_PAC10A_11031,0
Pseudomonas_aeruginosa_PAC10B_11039,0
Pseudomonas_aeruginosa_PAC112A_10985,0
Pseudomonas_aeruginosa_PAC115A_10996,0
Pseudomonas_aeruginosa_PAC117A_11032,0
Pseudomonas_aeruginosa_PAC11A_11030,0
Pseudomonas_aeruginosa_PAC127A_11017,0
Pseudomonas_aeruginosa_PAC127B_10988,0
Pseudomonas_aeruginosa_PAC13A_11027,0
Pseudomonas_aeruginosa_PAC13B_11034,0
Pseudomonas_aeruginosa_PAC22A_11001,0
Pseudomonas_aeruginosa_PAC23A_10999,0
Pseudomonas_aeruginosa_PAC31A_11097,0
Pseudomonas_aeruginosa_PAC31B_10994,0
Pseudomonas_aeruginosa_PAC33A_11005,0
Pseudomonas_aeruginosa_PAC33B_11023,0
Pseudomonas_aeruginosa_PAC38A_10989,0
Pseudomonas_aeruginosa_PAC38B_11016,0
Pseudomonas_aeruginosa_PAC39A_11058,0
Pseudomonas_aeruginosa_PAC70B_10993,0
Pseudomonas_aeruginosa_PAC74A_11057,0
Pseudomonas_aeruginosa_PAC76A_10986,0
Pseudomonas_aeruginosa_PAC78A_11003,0
Pseudomonas_aeruginosa_PAC78B_11004,0
Pseudomonas_aeruginosa_PAC79A_11028,0
Pseudomonas_aeruginosa_PAC79B_11029,0
Pseudomonas_aeruginosa_PAC80A_10992,0
Pseudomonas_aeruginosa_PAC81A_11015,0
Pseudomonas_aeruginosa_PAC81B_10984,0
Pseudomonas_aeruginosa_PAC84A_11002,0
Pseudomonas_aeruginosa_PAC91A_10983,0
Pseudomonas_aeruginosa_PAC93A_11040,0
Pseudomonas_aeruginosa_PAC93B_11037,0
Pseudomonas_aeruginosa_PAC93C_11038,0
Pseudomonas_aeruginosa_PAC94A_11000,0
Pseudomonas_aeruginosa_PAC98C_11019,0
Pseudomonas_aeruginosa_PAC98D_10990,0
Pseudomonas_aeruginosa_PAC9A_11033,0
Pseudomonas_aeruginosa_Pae_CF6701a_9512,0
Pseudomonas_aeruginosa_Pae_CF6701c_9513,0
Pseudomonas_aeruginosa_Pae_CF6701e_7625,0
Pseudomonas_aeruginosa_Pae_CF6701h_9514,0
Pseudomonas_aeruginosa_Pae_CF6701k_2635,0
Pseudomonas_aeruginosa_Pae_CF6703m_2674,0
Pseudomonas_aeruginosa_Pae_CF6703n_2657,0
Pseudomonas_aeruginosa_Pae_CF6703o_2675,0
Pseudomonas_aeruginosa_Pae_CF6703p_2658,0
Pseudomonas_aeruginosa_Pae_CF6703q_2676,0
Pseudomonas_aeruginosa_Pae_CF6703r_2677,0
Pseudomonas_aeruginosa_Pae_CF6704a_2693,0
Pseudomonas_aeruginosa_Pae_CF6704b_2694,0
Pseudomonas_aeruginosa_Pae_CF6704c_2678,0
Pseudomonas_aeruginosa_Pae_CF6705p_2716,0
Pseudomonas_aeruginosa_Pae_CF6705q_2824,0
Pseudomonas_aeruginosa_Pae_CF6705r_2825,0
Pseudomonas_aeruginosa_Pae_CF6705s_2718,0
Pseudomonas_aeruginosa_Pae_CF6705t_2826,0
Pseudomonas_aeruginosa_Pae_CF6706a_2827,0
Pseudomonas_aeruginosa_Pae_CF6706b_2829,0
Pseudomonas_aeruginosa_Pae_CF6706c_2828,0
Pseudomonas_aeruginosa_Pae_CF6706d_2830,0
Pseudomonas_aeruginosa_Pae_CF6706e_2831,0
Pseudomonas_aeruginosa_Pae_CF6706m_2836,0
Pseudomonas_aeruginosa_Pae_CF6706o_2847,0
Pseudomonas_aeruginosa_Pae_CF6706p_2846,0
Pseudomonas_aeruginosa_Pae_CF6706q_2838,0
Pseudomonas_aeruginosa_Pae_CF6706r_2839,0
Pseudomonas_aeruginosa_Pae_CF6706s_2840,0
Pseudomonas_aeruginosa_Pae_CF6706t_7626,0
Pseudomonas_aeruginosa_Pae_CF6707a_2841,0
Pseudomonas_aeruginosa_Pae_CF6707b_2722,0
Pseudomonas_aeruginosa_Pae_CF6708l_2740,0
Pseudomonas_aeruginosa_Pae_CF6708m_2741,0
Pseudomonas_aeruginosa_Pae_CF6708n_2742,0
Pseudomonas_aeruginosa_Pae_CF6708o_2743,0
Pseudomonas_aeruginosa_Pae_CF6708p_2744,0
Pseudomonas_aeruginosa_Pae_CF6708q_2745,0
Pseudomonas_aeruginosa_Pae_CF6708r_2746,0
Pseudomonas_aeruginosa_Pae_CF6708s_2747,0
Pseudomonas_aeruginosa_Pae_CF6709d_2751,0
Pseudomonas_aeruginosa_Pae_CF6709e_2753,0
Pseudomonas_aeruginosa_Pae_CF6709f_2754,0
Pseudomonas_aeruginosa_Pae_CF6709g_2755,0
Pseudomonas_aeruginosa_Pae_CF6709h_2756,0
Pseudomonas_aeruginosa_Pae_CF6709i_2757,0
Pseudomonas_aeruginosa_Pae_CF6709j_2758,0
Pseudomonas_aeruginosa_Pae_CF6709o_2763,0
Pseudomonas_aeruginosa_Pae_CF6709p_2764,0
Pseudomonas_aeruginosa_Pae_CF6709q_2765,0
Pseudomonas_aeruginosa_Pae_CF6709r_2766,0
Pseudomonas_aeruginosa_Pae_CF6709s_2767,0
Pseudomonas_aeruginosa_Pae_CF6709t_2768,0
Pseudomonas_aeruginosa_Pae_CF6710a_2769,0
Pseudomonas_aeruginosa_Pae_CF6710b_2770,0
Pseudomonas_aeruginosa_Pae_CF6710c_2771,0
Pseudomonas_aeruginosa_Pae_CF6710d_2772,0
Pseudomonas_aeruginosa_Pae_CF6710e_2773,0
Pseudomonas_aeruginosa_Pae_CF6710f_2774,0
Pseudomonas_aeruginosa_Pae_CF6711e_2792,0
Pseudomonas_aeruginosa_Pae_CF6711f_2793,0
Pseudomonas_aeruginosa_Pae_CF6711g_2794,0
Pseudomonas_aeruginosa_Pae_CF6711h_2795,0
Pseudomonas_aeruginosa_Pae_CF6711i_2796,0
Pseudomonas_aeruginosa_Pae_CF6711j_2797,0
Pseudomonas_aeruginosa_Pae_CF6711k_2798,0
Pseudomonas_aeruginosa_Pae_CF6711l_2800,0
Pseudomonas_aeruginosa_Pae_CF6711m_2801,0
Pseudomonas_aeruginosa_Pae_CF6711n_2802,0
Pseudomonas_aeruginosa_Pae_CF6711o_2803,0
Pseudomonas_aeruginosa_Pae_CF6712c_2809,0
Pseudomonas_aeruginosa_Pae_CF6712d_2808,0
Pseudomonas_aeruginosa_Pae_CF6712e_2810,0
Pseudomonas_aeruginosa_Pae_CF6712f_2811,0
Pseudomonas_aeruginosa_Pae_CF6712g_2812,0
Pseudomonas_aeruginosa_Pae_CF6712h_2813,0
Pseudomonas_aeruginosa_Pae_CF6712i_2814,0
Pseudomonas_aeruginosa_Pae_CF6712j_2815,0
Pseudomonas_aeruginosa_Pae70_10705,0
Pseudomonas_aeruginosa_Pae74_10701,0
Pseudomonas_aeruginosa_Pae81_10700,0
Pseudomonas_aeruginosa_Pae83_10702,0
Pseudomonas_aeruginosa_PAL11_7136,0
Pseudomonas_aeruginosa_PAO1_107,0
Pseudomonas_aeruginosa_PAO1161_10710,0
Pseudomonas_aeruginosa_PAO579,0
Pseudomonas_aeruginosa_PAP7,0
Pseudomonas_aeruginosa_PAS1_6038,0
Pseudomonas_aeruginosa_PAS10_6688,0
Pseudomonas_aeruginosa_PAS2_5875,0
Pseudomonas_aeruginosa_PAS3_6264,0
Pseudomonas_aeruginosa_PAS4_6100,0
Pseudomonas_aeruginosa_PAS5_6728,0
Pseudomonas_aeruginosa_PAS6_6028,0
Pseudomonas_aeruginosa_PAS7_7071,0
Pseudomonas_aeruginosa_PASGNDM571_6592,0
Pseudomonas_aeruginosa_PASGNDM583_6563,0
Pseudomonas_aeruginosa_PASGNDM586_7075,0
Pseudomonas_aeruginosa_PASGNDM587_6805,0
Pseudomonas_aeruginosa_PASGNDM590_5769,0
Pseudomonas_aeruginosa_PASGNDM591_6102,0
Pseudomonas_aeruginosa_PASGNDM592_5821,0
Pseudomonas_aeruginosa_PASGNDM593_6784,0
Pseudomonas_aeruginosa_PASGNDM699_7104,0
Pseudomonas_aeruginosa_PB350_6610,0
Pseudomonas_aeruginosa_PB353_6129,0
Pseudomonas_aeruginosa_PB354_7065,0
Pseudomonas_aeruginosa_PB367_7067,0
Pseudomonas_aeruginosa_PB368_7201,0
Pseudomonas_aeruginosa_PB369_7191,0
Pseudomonas_aeruginosa_PES,0
Pseudomonas_aeruginosa_PhDW6_10105,0
Pseudomonas_aeruginosa_PHU46,0
Pseudomonas_aeruginosa_PMM38_10095,0
Pseudomonas_aeruginosa_PS75,0
Pseudomonas_aeruginosa_PSEUDO-LEB_5729,0
